discipline,performance,wind,competitor,date_of_birth,country,venue,gender,date,year,record_type,is_indoor,pending_ratification,mixed_gender_race,women_only_race,venue_country,venue_city,venue_country_official_name,venue_country_region,venue_country_subregion,venue_country_latitude,venue_country_longitude,comp_country_official_name,comp_country_region,comp_country_subregion,comp_country_latitude,comp_country_longitude
50 Kilometres Road,2:38:43,,CJ ALBERTSON,1993-10-11,USA,"San Francisco, CA (USA)",W,2022-10-08,2022,World Records,False,False,False,False,USA,"San Francisco, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
Marathon,2:04:51,,Daniel DO NASCIMENTO,1998-07-28,BRA,Seoul (KOR),W,2022-04-17,2022,South American Records,False,False,False,False,KOR,Seoul,Republic of Korea,Asia,Eastern Asia,37.0,127.5,Federative Republic of Brazil,Americas,South America,-10.0,-55.0
Discus Throw (1.750kg),71.37,,Mika SOSNA,2003-06-13,GER,"UNION-Stadion, Schönebeck (GER)",M,2022-06-10,2022,World U20 Records,False,False,False,False,GER,"UNION-Stadion, Schönebeck",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Federal Republic of Germany,Europe,Western Europe,51.0,9.0
35 Kilometres Race Walk,2:23:14,,Massimo STANO,1992-02-27,ITA,"Autzen Complex, Eugene, OR (USA)",W,2022-07-24,2022,European Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
Marathon,2:18:29,,Emily SISSON,1991-10-12,USA,"Chicago, IL (USA)",W,2022-10-09,2022,Nacac Records,False,False,False,False,USA,"Chicago, IL",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
200 Metres,19.69,-0.3,Erriyon KNIGHTON,2004-01-29,USA,"Hayward Field, Eugene, OR (USA)",W,2022-06-26,2022,World U20 Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
100 Metres,9.91,+0.8,Letsile TEBOGO,2003-06-07,BOT,"Pascual Guerrero Stadium, Cali (COL)",W,2022-08-02,2022,World U20 Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Republic of Botswana,Africa,Southern Africa,-22.0,24.0
Road Relay,2:02:37,,Runners'lab Athletics Team,,BEL,Tongeren (BEL),W,2022-11-11,2022,European Records,False,False,False,False,BEL,Tongeren,Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0,Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0
4x100 Metres Relay,42.59,,Jamaica U20,,JAM,"Pascual Guerrero Stadium, Cali (COL)",W,2022-08-05,2022,World U20 Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Jamaica,Americas,Caribbean,18.25,-77.5
35 Kilometres Race Walk,2:49:29,,Robyn STEVENS,1983-04-24,USA,Dudince (SVK),W,2022-04-23,2022,Nacac Records,False,False,False,False,SVK,Dudince,,,,,,United States of America,Americas,North America,38.0,-97.0
"10,000 Metres",26:33.84,,Grant FISHER,1997-04-22,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",M,2022-03-06,2022,Nacac Records,False,False,False,False,USA,"JSerra Catholic HS, San Juan Capistrano, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
5000 Metres,12:46.96,,Grant FISHER,1997-04-22,USA,"Boudewijnstadion, Bruxelles (BEL)",M,2022-09-02,2022,Nacac Records,False,False,False,False,BEL,"Boudewijnstadion, Bruxelles",Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0,United States of America,Americas,North America,38.0,-97.0
Triple Jump,15.74,,Yulimar ROJAS,1995-10-21,VEN,"Štark Arena, Beograd (SRB) (i)",W,2022-03-20,2022,World Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,Bolivarian Republic of Venezuela,Americas,South America,8.0,-66.0
400 Metres Hurdles,50.68,,Sydney MCLAUGHLIN,1999-08-07,USA,"Hayward Field, Eugene, OR (USA)",W,2022-07-22,2022,World Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
10 Kilometres Road,30:19 Wo,,Eilish MCCOLGAN,1990-11-25,GBR,Manchester (GBR),M,2022-05-22,2022,European Records,False,,False,True,GBR,Manchester,,,,,,,,,,
10 Kilometres Road,29:14  Mx,,Yalemzerf YEHUALAW,1999-08-03,ETH,Castellón (ESP),W,2022-02-27,2022,World Records,False,,True,False,ESP,Castellón,Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
100 Metres Hurdles,12.12,+0.9,Tobi AMUSAN,1997-04-23,NGR,"Hayward Field, Eugene, OR (USA)",W,2022-07-24,2022,World Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,,,,,
"10,000 Metres",26:33.84,,Grant FISHER,1997-04-22,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",W,2022-03-06,2022,Nacac Records,False,False,False,False,USA,"JSerra Catholic HS, San Juan Capistrano, CA",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
35 Kilometres Race Walk,2:49:29,,Robyn STEVENS,1983-04-24,USA,Dudince (SVK),M,2022-04-23,2022,Nacac Records,False,False,False,False,SVK,Dudince,,,,,,United States of America,Americas,North America,38.0,-97.0
Road Relay,2:02:37,,Runners'lab Athletics Team,,BEL,Tongeren (BEL),M,2022-11-11,2022,European Records,False,False,False,False,BEL,Tongeren,Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0,Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0
100 Kilometres Road,7:04:03  Mx,,Floriane HOT,1991-04-27,FRA,Bernau (GER),M,2022-08-27,2022,European Records,False,,True,False,GER,Bernau,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,French Republic,Europe,Western Europe,46.0,2.0
35 Kilometres Race Walk,2:23:14,,Massimo STANO,1992-02-27,ITA,"Autzen Complex, Eugene, OR (USA)",M,2022-07-24,2022,European Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
Marathon,2:18:29,,Emily SISSON,1991-10-12,USA,"Chicago, IL (USA)",M,2022-10-09,2022,Nacac Records,False,False,False,False,USA,"Chicago, IL",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
60 Metres,6.41,,Lamont Marcell JACOBS,1994-09-26,ITA,"Štark Arena, Beograd (SRB) (i)",M,2022-03-19,2022,European Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
Javelin Throw,93.07,,Anderson PETERS,1997-10-21,GRN,"Suhaim bin Hamad Stadium, Doha (QAT)",W,2022-05-13,2022,Nacac Records,False,False,False,False,QAT,"Suhaim bin Hamad Stadium, Doha",State of Qatar,Asia,Western Asia,25.5,51.25,Grenada,Americas,Caribbean,12.11666666,-61.66666666
400 Metres Hurdles,50.68,,Sydney MCLAUGHLIN,1999-08-07,USA,"Hayward Field, Eugene, OR (USA)",M,2022-07-22,2022,Nacac Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
1500 Metres Short Track,3:30.60,,Jakob INGEBRIGTSEN,2000-09-19,NOR,"Arena Stade Couvert, Liévin (FRA) (i)",M,2022-02-17,2022,European Records,True,False,False,False,FRA,"Arena Stade Couvert, Liévin",French Republic,Europe,Western Europe,46.0,2.0,Kingdom of Norway,Europe,Northern Europe,62.0,10.0
5000 Metres Short Track,14:31.38,,Gabriela DEBUES-STAFFORD,1995-09-13,CAN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",M,2022-02-11,2022,Nacac Records,True,False,False,False,USA,"Boston Univ. Track & Tennis Center, Boston, MA",United States of America,Americas,North America,38.0,-97.0,Canada,Americas,North America,60.0,-95.0
35 Kilometres Race Walk,2:25:02,,Evan DUNFEE,1990-09-28,CAN,"Autzen Complex, Eugene, OR (USA)",W,2022-07-24,2022,Nacac Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Canada,Americas,North America,60.0,-95.0
5000 Metres,12:46.96,,Grant FISHER,1997-04-22,USA,"Boudewijnstadion, Bruxelles (BEL)",W,2022-09-02,2022,Nacac Records,False,False,False,False,BEL,"Boudewijnstadion, Bruxelles",Kingdom of Belgium,Europe,Western Europe,50.83333333,4.0,United States of America,Americas,North America,38.0,-97.0
Javelin Throw,93.07,,Anderson PETERS,1997-10-21,GRN,"Suhaim bin Hamad Stadium, Doha (QAT)",M,2022-05-13,2022,Nacac Records,False,False,False,False,QAT,"Suhaim bin Hamad Stadium, Doha",State of Qatar,Asia,Western Asia,25.5,51.25,Grenada,Americas,Caribbean,12.11666666,-61.66666666
35 Kilometres Race Walk,2:25:02,,Evan DUNFEE,1990-09-28,CAN,"Autzen Complex, Eugene, OR (USA)",M,2022-07-24,2022,Nacac Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Canada,Americas,North America,60.0,-95.0
400 Metres Hurdles,50.68,,Sydney MCLAUGHLIN,1999-08-07,USA,"Hayward Field, Eugene, OR (USA)",W,2022-07-22,2022,Nacac Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
Pole Vault,4.51,,Amanda MOLL,2005-01-31,USA,"Mike A. Myers Stadium, Austin, TX (USA)",M,2022-03-25,2022,U18 World Best Performances,False,False,False,False,USA,"Mike A. Myers Stadium, Austin, TX",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
High Jump,1.96,,Karmen BRUUS,2005-01-24,EST,"Hayward Field, Eugene, OR (USA)",M,2022-07-19,2022,U18 World Best Performances,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Republic of Estonia,Europe,Northern Europe,59.0,26.0
High Jump,1.96,,Angelina TOPIĆ,2005-07-26,SRB,"Atletski Stadion, Kruševac (SRB)",M,2022-06-26,2022,U18 World Best Performances,False,False,False,False,SRB,"Atletski Stadion, Kruševac",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,Republic of Serbia,Europe,Southeast Europe,44.0,21.0
60 Metres Hurdles,7.29,,Grant HOLLOWAY,1997-11-19,USA,"Štark Arena, Beograd (SRB) (i)",W,2022-03-20,2022,World Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,United States of America,Americas,North America,38.0,-97.0
3000 Metres Steeplechase,9:09.19,,Sembo ALMAYEW,2005-01-24,ETH,"Stade Charléty, Paris (FRA)",M,2022-06-18,2022,U18 World Best Performances,False,False,False,False,FRA,"Stade Charléty, Paris",French Republic,Europe,Western Europe,46.0,2.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
2000 Metres Steeplechase,6:07.72,,Jolanda KALLABIS,2005-02-18,GER,"Moselstadion, Trier (GER)",M,2022-09-09,2022,U18 World Best Performances,False,False,False,False,GER,"Moselstadion, Trier",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Federal Republic of Germany,Europe,Western Europe,51.0,9.0
100 Metres Hurdles (76.2cm),12.71,+0.8,Kerrica HILL,2005-03-06,JAM,"National Stadium, Kingston (JAM)",M,2022-04-09,2022,U18 World Best Performances,False,False,False,False,JAM,"National Stadium, Kingston",Jamaica,Americas,Caribbean,18.25,-77.5,Jamaica,Americas,Caribbean,18.25,-77.5
100 Metres Hurdles,12.77,+0.2,Kerrica HILL,2005-03-06,JAM,"Pascual Guerrero Stadium, Cali (COL)",M,2022-08-06,2022,U18 World Best Performances,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Jamaica,Americas,Caribbean,18.25,-77.5
10 Kilometres Road,30:19 Wo,,Eilish MCCOLGAN,1990-11-25,GBR,Manchester (GBR),W,2022-05-22,2022,European Records,False,,False,True,GBR,Manchester,,,,,,,,,,
100 Kilometres Road,7:04:03  Mx,,Floriane HOT,1991-04-27,FRA,Bernau (GER),W,2022-08-27,2022,European Records,False,,True,False,GER,Bernau,Federal Republic of Germany,Europe,Western Europe,51.0,9.0,French Republic,Europe,Western Europe,46.0,2.0
200 Metres,19.69,-0.3,Erriyon KNIGHTON,2004-01-29,USA,"Hayward Field, Eugene, OR (USA)",M,2022-06-26,2022,World U20 Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
100 Metres,9.91,+0.8,Letsile TEBOGO,2003-06-07,BOT,"Pascual Guerrero Stadium, Cali (COL)",M,2022-08-02,2022,World U20 Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Republic of Botswana,Africa,Southern Africa,-22.0,24.0
1500 Metres Short Track,3:30.60,,Jakob INGEBRIGTSEN,2000-09-19,NOR,"Arena Stade Couvert, Liévin (FRA) (i)",W,2022-02-17,2022,World Records,True,False,False,False,FRA,"Arena Stade Couvert, Liévin",French Republic,Europe,Western Europe,46.0,2.0,Kingdom of Norway,Europe,Northern Europe,62.0,10.0
4x100 Metres Relay,42.59,,Jamaica U20,,JAM,"Pascual Guerrero Stadium, Cali (COL)",M,2022-08-05,2022,World U20 Records,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Jamaica,Americas,Caribbean,18.25,-77.5
60 Metres,6.41,,Lamont Marcell JACOBS,1994-09-26,ITA,"Štark Arena, Beograd (SRB) (i)",W,2022-03-19,2022,European Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,Italian Republic,Europe,Southern Europe,42.83333333,12.83333333
35 Kilometres Race Walk,2:31:15,,Wayne SNYMAN,1985-03-08,RSA,"Autzen Complex, Eugene, OR (USA)",W,2022-07-24,2022,African Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Republic of South Africa,Africa,Southern Africa,-29.0,24.0
1500 Metres Short Track,3:30.60,,Jakob INGEBRIGTSEN,2000-09-19,NOR,"Arena Stade Couvert, Liévin (FRA) (i)",W,2022-02-17,2022,European Records,True,False,False,False,FRA,"Arena Stade Couvert, Liévin",French Republic,Europe,Western Europe,46.0,2.0,Kingdom of Norway,Europe,Northern Europe,62.0,10.0
Pole Vault,4.51,,Amanda MOLL,2005-01-31,USA,"Mike A. Myers Stadium, Austin, TX (USA)",W,2022-03-25,2022,U18 World Best Performances,False,False,False,False,USA,"Mike A. Myers Stadium, Austin, TX",United States of America,Americas,North America,38.0,-97.0,United States of America,Americas,North America,38.0,-97.0
High Jump,1.96,,Karmen BRUUS,2005-01-24,EST,"Hayward Field, Eugene, OR (USA)",W,2022-07-19,2022,U18 World Best Performances,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Republic of Estonia,Europe,Northern Europe,59.0,26.0
High Jump,1.96,,Angelina TOPIĆ,2005-07-26,SRB,"Atletski Stadion, Kruševac (SRB)",W,2022-06-26,2022,U18 World Best Performances,False,False,False,False,SRB,"Atletski Stadion, Kruševac",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,Republic of Serbia,Europe,Southeast Europe,44.0,21.0
5000 Metres Short Track,12:57.08,,Marc SCOTT,1993-12-21,GBR,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",W,2022-02-12,2022,European Records,True,False,False,False,USA,"Boston Univ. Track & Tennis Center, Boston, MA",United States of America,Americas,North America,38.0,-97.0,,,,,
3000 Metres Steeplechase,9:09.19,,Sembo ALMAYEW,2005-01-24,ETH,"Stade Charléty, Paris (FRA)",W,2022-06-18,2022,U18 World Best Performances,False,False,False,False,FRA,"Stade Charléty, Paris",French Republic,Europe,Western Europe,46.0,2.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
2000 Metres Steeplechase,6:07.72,,Jolanda KALLABIS,2005-02-18,GER,"Moselstadion, Trier (GER)",W,2022-09-09,2022,U18 World Best Performances,False,False,False,False,GER,"Moselstadion, Trier",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Federal Republic of Germany,Europe,Western Europe,51.0,9.0
100 Metres Hurdles (76.2cm),12.71,+0.8,Kerrica HILL,2005-03-06,JAM,"National Stadium, Kingston (JAM)",W,2022-04-09,2022,U18 World Best Performances,False,False,False,False,JAM,"National Stadium, Kingston",Jamaica,Americas,Caribbean,18.25,-77.5,Jamaica,Americas,Caribbean,18.25,-77.5
100 Metres Hurdles,12.77,+0.2,Kerrica HILL,2005-03-06,JAM,"Pascual Guerrero Stadium, Cali (COL)",W,2022-08-06,2022,U18 World Best Performances,False,False,False,False,COL,"Pascual Guerrero Stadium, Cali",Republic of Colombia,Americas,South America,4.0,-72.0,Jamaica,Americas,Caribbean,18.25,-77.5
5000 Metres Short Track,14:31.38,,Gabriela DEBUES-STAFFORD,1995-09-13,CAN,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",W,2022-02-11,2022,Nacac Records,True,False,False,False,USA,"Boston Univ. Track & Tennis Center, Boston, MA",United States of America,Americas,North America,38.0,-97.0,Canada,Americas,North America,60.0,-95.0
Discus Throw (1.750kg),71.37,,Mika SOSNA,2003-06-13,GER,"UNION-Stadion, Schönebeck (GER)",W,2022-06-10,2022,World U20 Records,False,False,False,False,GER,"UNION-Stadion, Schönebeck",Federal Republic of Germany,Europe,Western Europe,51.0,9.0,Federal Republic of Germany,Europe,Western Europe,51.0,9.0
300 Metres Hurdles,36.86,,Femke BOL,2000-02-23,NED,"Mestský Stadion, Ostrava (CZE)",W,2022-05-31,2022,World Best Performances,False,False,False,False,CZE,"Mestský Stadion, Ostrava",Czech Republic,Europe,Central Europe,49.75,15.5,Kingdom of the Netherlands,Europe,Western Europe,52.5,5.75
1500 Metres Short Track,3:32.77,,Samuel TEFERA,1999-10-23,ETH,"Štark Arena, Beograd (SRB) (i)",W,2022-03-20,2022,World Indoor Championships Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,Federal Democratic Republic of Ethiopia,Africa,Eastern Africa,8.0,38.0
3000 Metres Steeplechase,8:53.02,,Norah JERUTO,1995-10-02,KAZ,"Hayward Field, Eugene, OR (USA)",W,2022-07-20,2022,World Championships In Athletics Records,False,False,False,False,USA,"Hayward Field, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Republic of Kazakhstan,Asia,Central Asia,48.0196,66.9237
Marathon,2:21:34,,Sinead DIVER,1977-02-17,AUS,Valencia (ESP),W,2022-12-04,2022,Oceanian Records,False,False,False,False,ESP,Valencia,Kingdom of Spain,Europe,Southern Europe,40.0,-4.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
Triple Jump,15.74,,Yulimar ROJAS,1995-10-21,VEN,"Štark Arena, Beograd (SRB) (i)",M,2022-03-20,2022,World Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,Bolivarian Republic of Venezuela,Americas,South America,8.0,-66.0
35 Kilometres Race Walk,2:31:15,,Wayne SNYMAN,1985-03-08,RSA,"Autzen Complex, Eugene, OR (USA)",M,2022-07-24,2022,African Records,False,False,False,False,USA,"Autzen Complex, Eugene, OR",United States of America,Americas,North America,38.0,-97.0,Republic of South Africa,Africa,Southern Africa,-29.0,24.0
60 Metres Hurdles,7.29,,Grant HOLLOWAY,1997-11-19,USA,"Štark Arena, Beograd (SRB) (i)",M,2022-03-20,2022,World Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,United States of America,Americas,North America,38.0,-97.0
60 Metres Hurdles,7.56,,Chris DOUGLAS,1997-02-10,AUS,"Štark Arena, Beograd (SRB) (i)",W,2022-03-20,2022,Oceanian Records,True,False,False,False,SRB,"Štark Arena, Beograd",Republic of Serbia,Europe,Southeast Europe,44.0,21.0,Commonwealth of Australia,Oceania,Australia and New Zealand,-27.0,133.0
